ID,name,name2,typ,role,role2,Verwandtschaft,place,state,polit,beruf,spezifik,sex,institution,institution2,family,,,,,,,,,
A1189,Hans Geitz,,Person,Bürger zu N. ,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A119,Pfalzgraf Otto d. J. bei Rhein,,Person,,Pfalzgraf bei Rhein,,,Fürst,,,,male,Pfalzgraf,,,,,,,,,,,
A1190,Hans Haug d. J.,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1191,Hans Hirt,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1194,Hans Holfelder,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1195,Hans Kandelgiesser,,Person,Bürger zu N.,,,Nürnberg ,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1199,Hans Kraft,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A12,Ulrich Promaner,,Person,,Büchsenmeister,,,,,Handwerker,,male,,,,,,,,,,,,
A120,Pfalzgraf Ruprecht bei Rhein,,Person,,Pfalzgraf bei Rhein,,,Fürst,,,,male,Pfalzgraf,,,,,,,,,,,
A1201,Hans Lesser,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1202,Hans Lochner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1203,Hans Löffelholz,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1205,Hans Meichsner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1206,Hans Mugenhofer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1208,Hans Neidel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1209,Hans Nordlinger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A121,Pfalzgraf Stephan bei Rhein,,Person,,Pfalzgraf bei Rhein,,,Fürst,,,,male,Pfalzgraf,,,,,,,,,,,
A1210,Hans oder Neureuter Krutz,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1211,Hans Pallenpinder,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1212,Hans Part,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1213,Hans Penninger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1214,Hans Pfann,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1215,Hans Pomler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1216,Hans Prenntel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1217,Hans Pühler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1218,Hans Pusch,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1219,Hans Rochlitz,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1220,Hans Rull,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1221,Hans Schluchter,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1222,Hans Schlüsselfelder,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1223,Hans Seger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1224,Hans Sigwein d. Ä.,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1226,Hans Spengler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1227,Hans Steinberger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1228,Hans Steinbrecher,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1229,Hans Stieber,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A123,Heinrich Scheit,,Person,Richter zu Heideck,Pfleger zu Landeck,,,Richter,Funktionsträger,Jurist,Richter,male,,,,,,,,,,,,
A1230,Hans Straubinger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1231,Hans Stutz,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1232,Hans Swartz,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1233,Hans Tracht,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1234,Hans Trugleib,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1235,Hans Tucher,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1236,Hans Tuchscherer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1237,Hans Ulrich,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1238,Hans Unbehauen,,Person,Bürger zu N.,,,Kleriker,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A124,Lienhard Leidinger,,Person,Pfarrer zu Hall,Prediger am Neuen Spital zu Nürnberg,,Nürnberg,Kleriker,,,Pfarrer ,male,Neues Spital in Nürnberg,,,,,,,,,,,
A1241,Hans Volland,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1242,Hans von Land,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1243,Hans von Speier,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1244,Hans Voyt,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1245,Hans Vyol,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1246,Hans Waitzacker,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1247,Hans Waldecker,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1248,Hans Waldstromer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1249,Hans Wandrer,,Person,Bürger zu N.,,Stiefsohn des Freimut Wandrer,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A125,Ulrich Lochner,,Person,,Prokurator zu Würzburg ,,Würzburg,,,Jurist,,male,,,,,,,,,,,,
A1250,Hans Wernitzer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1251,Hans Winkler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1252,Hans Winter,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1253,Hans Wolferstadt,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1254,Hans Ziel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1255,Hartmann Rosenstil,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1256,Heinrich Grau,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1257,Heinrich Meichsner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1258,Heinrich Örtel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A126,Thomas Pirkheimer,,Person,Dompropst zu Eichstätt ,Propst zu Herrieden,,Eichstätt,Kleriker,,,,male,Domkapitel Eichstätt,,,,,,,,,,,
A1260,Heinrich Toppler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1261,Heinrich von Weissenburg,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1262,Heinrich Wild,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1263,Heinz Bütner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1264,Heinz Cantzler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1265,Heinz Dietel gen. Pallenpinder,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1266,Heinz Freienstein,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1267,Heinz Geuder,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1268,Heinz Hermann,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1269,Heinz Hirschvogel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A127,Hain von Zyrne,,Person,,Ritter,,,Niederadel,Ritter,,,male,,,,,,,,,,,,
A1270,Heinz Hurling,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1273,Heinz Rudolf,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1274,Heinz Seidenschuster,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1275,Heinz Spörlein,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1276,Heinz Spörlein d. J.,,Person,Bürger zu N. ,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1277,Heinz Streitberger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1278,Heinz Wagner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1279,Heinz Waitzacker,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A128,Heinrich Zobel,,Person,,Ritter,,,Niederadel,Ritter,,,male,,,,,,,,,,,,
A1280,Hermann Frey,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1281,Hermann Grunberg,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1282,Hermann Gumler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1283,Hermann Hexheim,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1284,Hermann Manrieder,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1285,Hermann Preutigam,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1286,"Holper, d. J.",,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1289,Jakob Sailer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A129,Lienhard Blumenstein,,Person,Bürger zu N.,Roßarzt,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1290,Jeronimus Toppler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1291,Jobst Reich,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1292,Jörg Beier,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1293,Jörg Fütrer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1294,Jörg Groß,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1295,Jörg Ketzel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1296,Jörg Mayer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1297,Jörg Rumel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1298,Jörg Schusler gen. Wundrer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A1299,Jörg Tetzel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A13,Katharina Wennen ,,Person,,Bürger zu Eger,,Eger,fremder Bürger,,,,female,,,,,,,,,,,,
A130,Johann von Magdeburg,,Person,Dompropst zu Naumburg,sächsischer Kanzler,,Naumburg,Kleriker,fremder Hof,,,male,Domkapitel Naumburg,,,,,,,,,,,
A1300,Kaspar Ayl,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1301,Kaspar Cleber,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1302,Kaspar Imhof,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1303,Kaspar Ostendorfer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1304,Kaspar Riemer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1305,Katharina Alhartin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A1306,Kilian Theyer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1307,Konrad Eichelstein,,Person,Syndicus zu Nürnberg ,,,Nürnberg,Nürnberger Bürger,,Jurist,,male,Nürnberger Rat,,,,,,,,,,,
A1308,Konrad Kessler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1309,Konrad Krell,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A131,Michel Smid,,Person,,Salwirt zu Biberach,,Biberach,,,,,male,,,,,,,,,,,,
A1310,Konrad Mendel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1311,Konrad Mentler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1312,Konrad Unrat,,Person,Bürger zu N.,,,Kleriker,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1313,Leupold Schürstab,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1314,Lienhard Bamberger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1315,Lienhard Ebner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1316,Lienhard Groland ,d. A./d. J.,Person,,,,Nürnberg,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A1317,Lienhard Kemerlein,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1318,Lienhard Krabat,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1319,Lienhard Reutheimer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A132,Heinrich Hans,,Person,,Schlosser,,,,,Handwerker,,male,,,,,,,,,,,,
A1320,Lienhard Rumel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1321,Lienhard Stromer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1322,Lorenz Heim,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1323,Lorenz Schürstab,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1324,"Lotter,Mangmeister Konrad",,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1325,Ludwig Gruber,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1326,Ludwig Kreglinger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1327,Ludwig Rechenmeister,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1328,Lukas Kempnater,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1329,Margarethe Fridmannin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A133,Gotz Silbereisen,,Person,Bürger zu Windsheim,Schmied,,Windsheim,fremder Bürger,,Handwerker,,male,,,,,,,,,,,,
A1330,Margarethe Geiselherrin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A1331,Margarethe Knublochin,,Person,Bürger zu N.,,Schwester des Conz Kürsner,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A1332,Margarethe Prager,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A1333,Margarethe Volkmerin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A1334,Margarethe Weissenburger,,Person,Bürger zu N.,,Frau Ulrichs Weissenburger,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A1335,Maria Hallerin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A1336,Mark Hirschvogel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1337,Martin Haid,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1338,Martin Rebel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1339,Martin Sailer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A134,Schultheiß von Neumarkt,,Person,,Schultheiß,,Neumarkt,,Funktionsträger,,Schultheiß,male,,,,,,,,,,,,
A1340,Martin Tilmann,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1341,Michel Augenarzt,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1342,Michel Frank,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1343,Michel Heider,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1344,Michel Part,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1345,Michel Schmidmaier,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1346,Michel Techelmeier,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A1347,Michel Weiss,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1348,Michel Wiener,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1349,Museberlin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A135,Heinrich Geyer,,Person,,Seiler,,,,,Handwerker,,male,,,,,,,,,,,,
A1350,Niclas Koler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1351,Niclas Rabe von Tuchenbach,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1352,Niclas Swertfeger,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1353,Niclas Zaumstricker,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1354,Nicolas Kremer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1355,Niklas Granetel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1356,Nürnberger Flaschner,,Person,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A1357,Nürnberger Fleischhacker und Schusterknechte,,Personengruppe,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A1358,Nürnberger Gürtler und Spengler,,Personengruppe,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A1359,Nürnberger Kupferschauer,,Personengruppe,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A136,Hans Leitgeb,,Person,,Spiegler,,,,,Handwerker,,male,,,,,,,,,,,,
A1360,Nürnberger Leinweber?,,Personengruppe,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A1361,Nürnberger Losunger,,Person,,,,Nürnberg ,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A1362,Nürnberger Messingschlager,,Personengruppe,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A1363,Nürnberger Pfendter,,Person,,,,Nürnberg ,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1364,Nürnberger Rat und Gemeinde,,Person,,,,Nürnberg ,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1365,Nürnberger Ratsfreunde,,Person,,,,Nürnberg ,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A1366,Nürnberger Taschner,,Personengruppe,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A1367,Nürnberger Tuchscherer,,Personengruppe,,,,Nürnberg ,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A1368,Nürnberger Ungelter,,Person,,,,Nürnberg ,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A1369,Nürnberger Viertelmeister,,Person,,,,Nürnberg ,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A1370,Otto Dorfler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1372,Otto Heßler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1374,Paul (Heinrich) Sperling,,Person,Bürger zu N. ,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1375,Paul Apotheker von Kersbach,,Person,,,Sohn Jakobs Bürger zu Nürnberg,,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1376,Paul Colner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1378,Paul Rieter,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1379,Paul Stromerin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A138,Konrad Engel,,Person,,Steinmetz,,,,,Handwerker,,male,,,,,,,,,,,,
A1380,Peter Buchler,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1381,Peter Fugel,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1382,Peter Gerlin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1383,Peter Haller,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1384,Peter Helchner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1385,Peter Henniken,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1386,Peter Kaschauer,,Person,Bürger zu Würzburg und Bürger zu Nürnberg,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1387,Peter Kellner,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1388,Peter Permeter,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1389,Peter Scholl,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A139,Jörg Neukum,,Person,Bürger zu N.,Student zu Leipzig,Sohn des Hans Neukum,Leipzig,Nürnberger Bürger,,Student,,male,,,,,,,,,,,,
A1390,Peter Schönknecht,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1391,Peter Sleiffer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1392,Peter Storin,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1393,Peter Zachs,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1394,Peter Zehender,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1395,Peter Zoller,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1396,Reimar Muntzer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1397,"Reiter,Radschmied Götz",,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1398,S. Scheurer,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A1399,Schwarzpeter,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A14,Lienhard d. A. Groland,,Person,,Bürger zu N.,,Nürnberg,Nürnberger Bürger,,,,male,Nürnberger Rat,,,,,,,,,,,
A140,Michel Hägelin,,Person,,Tuchscherer,,,,,Handwerker,,male,,,,,,,,,,,,
