ID,name,name2,typ,role,role2,Verwandtschaft,place,state,polit,beruf,spezifik,sex,institution,institution2,family,,,,,,,,,
A3198,Heinrich von Gerolzhofen,,Person,,,,,,,,,male,,,,,,,,,,,,
A3199,Heinrich zu Frankfurt von Glauburg,,Person,,,,Frankfurt,,,,,male,,,,,,,,,,,,
A32,Niclas Freiberger,,Person,,Geleitsmann zu Chemnitz,,Chemnitz,,,,,male,,,,,,,,,,,,
A320,Heinz Schilher,,Person,Bürger zu Herzogenaurach,,,Herzogenaurach,fremder Bürger,,,,male,,,,,,,,,,,,
A3200,Heinrich von Görtz ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3201,Heinrich von Gottfart ,,Person,,,,"zu Buttelstedt, n. Weimar, Thüringen",,,,,male,,,,,,,,,,,,
A3202,Heinrich von Gotzau,,Person,,,,Kotzau?,,,,,male,,,,,,,,,,,,
A3203,"Heinrich von Kolowrat, Herr zu Liebstein",,Person,,,,Taus,,,,,male,,,,,,,,,,,,
A3204,Heinrich von Kottnauer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3205,Heinrich von Lentersheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A3206,Heinrich von Malters,,Person,Hauptmann der Kreutzer,,,,,,Militär,,male,,,,,,,,,,,,
A3207,Heinrich von Metzkaw,,Person,,,,,,,,,male,,,,,,,,,,,,
A3208,Heinrich von Pfalzpaint,,Person,,,,,,,,,male,,,,,,,,,,,,
A3209,Heinrich von Rodenstein ,,Person,,,,,,,,,male,,,,,,,,,,,,
A321,Heinz Stieber,,Person,Bürger zu Freystadt,,,Freystadt,fremder Bürger,,,,male,,,,,,,,,,,,
A3210,Heinrich von Schoppaw,,Person,,,,,,,,,male,,,,,,,,,,,,
A3211,Heinrich von Schwangau,,Person,,,,,,,,,male,,,,,,,,,,,,
A3212,Heinrich von Streitberg,,Person,,,,nö. Forchheim,,,,,male,,,,,,,,,,,,
A3213,Heinrich von Trautenberg,,Person,,,,,,,,,male,,,,,,,,,,,,
A3214,Heinrich von Wickede,,Person,Stuhlherr in der Krummen Grafschaft,,,,Niederadel,Gericht,,Stuhlherr,male,Krumme Grafschaft,,,,,,,,,,,
A3215,Heinrich von Wirsberg,,Person,,,,,,,,,male,,,,,,,,,,,,
A3216,Heinrich Weilersbach zu Sachs,,Person,,,,,,,,,male,,,,,,,,,,,,
A3217,Heinrich Weissel,,Person,,,,,,,,,male,,,,,,,,,,,,
A3218,Heinrich Zenger zu Regenstauf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3219,Heinrich zu Großlangheim von Lichtenstein ,,Person,,,,,,,,,male,,,,,,,,,,,,
A322,Heinz von Lauter,,Person,Bürger zu Coburg,,,Coburg,fremder Bürger,,,,male,,,,,,,,,,,,
A3220,Heinrich zu Hartenstein von Egloffstein,,Person,,,Bruder Konrads von Egloffstein,,,,,,male,,,,,,,,,,,,
A3221,Heinrichsman,,Person,Diener des Albrecht von Ebersdorf,,,,Diener,,,,male,,,,,,,,,,,,
A3222,Heinsel Halwagen von Frechetsfeld,,Person,,,,Frechetsfeld,,,,,male,,,,,,,,,,,,
A3223,Heinz Altentaler,,Person,Hintersasse von St. Sebald zu Nürnberg,,,,Hintersasse,,,,male,Kirche St. Sebald in Nürnberg,,,,,,,,,,,
A3224,Heinz Bappenheimer zu Sindersdorf,,Person,,,,Sindersdorf,,,,,male,,,,,,,,,,,,
A3225,Heinz Barbierer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3226,Heinz Betzolt von Eichenstruth,,Person,,,,Eichenstruth,,,,,male,,,,,,,,,,,,
A3227,Heinz Bischof,Hans?,Person,ehemals Knecht des Asmus von Eberstein,,,,,,,,male,,,,,,,,,,,,
A3228,Heinz Bodneck,,Person,,,,,,,,,male,,,,,,,,,,,,
A3229,Heinz Buler,,Person,,,,,,,,,male,,,,,,,,,,,,
A323,Hermann,,Person,Bürger zu Ingolstadt,,,Ingolstadt,fremder Bürger,,,,male,,,,,,,,,,,,
A3230,Heinz Conrat von Frettenshofen,,Person,,,,Frettenshofen,,,,,male,,,,,,,,,,,,
A3231,Heinz Crontal,,Person,,,,,,,,,male,,,,,,,,,,,,
A3232,Heinz Doll,,Person,,,,,,,,,male,,,,,,,,,,,,
A3233,Heinz Dorn,,Person,,,,,,,,,male,,,,,,,,,,,,
A3234,Heinz Engel,,Person,,,,,,,,,male,,,,,,,,,,,,
A3235,Heinz Franz,,Person,Unterschultheiß bzw. Schultheiß zu Bamberg,,,Bamberg,,Funktionsträger,,Schultheiß,male,,,,,,,,,,,,
A3236,Heinz Freitag,,Person,Diener der von Regensburg,,,Regensburg,Diener,fremder Rat,,,male,Regensburg,,,,,,,,,,,
A3237,Heinz Fuchs,,Person,,,,,,,,,male,,,,,,,,,,,,
A3238,Heinz Fuchs von Heidingsfeld,,Person,,,,,,,,,male,,,,,,,,,,,,
A3239,Heinz Fuchs zu Wallburg,,Person,,,,,,,,,male,,,,,,,,,,,,
A324,Hüter Heinrich Schoffel,,Person,Bürger zu Eichstätt,,,Eichstätt,fremder Bürger,,,,male,,,,,,,,,,,,
A3240,Heinz Füger,,Person,,,,,,,,,male,,,,,,,,,,,,
A3241,Heinz Geiling von Illesheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A3242,Heinz gen. Schütz von Laiderbach zu Eschenbach,,Person,,,,,,,,,male,,,,,,,,,,,,
A3243,Heinz Gesell von Stirn,,Person,,,,Stirn,,,,,male,,,,,,,,,,,,
A3244,Heinz Greul,,Person,,,,,,,,,male,,,,,,,,,,,,
A3245,Heinz Gundelfinger,,Person,,,,,,,,,male,,,,,,,,,,,,
A3246,Heinz Habercle,,Person,,,,,,,,,male,,,,,,,,,,,,
A3247,Heinz Hafner,,Person,,,,,,,,,male,,,,,,,,,,,,
A3248,Heinz Hamer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3249,Heinz Haut,,Person,,,,,,,,,male,,,,,,,,,,,,
A325,Jakob Jeuch,,Person,Bürger zu Frankfurt,,,Frankfurt,fremder Bürger,,,,male,,,,,,,,,,,,
A3250,Heinz Heidenreich,,Person,,,,,,,,,male,,,,,,,,,,,,
A3251,Heinz Heiger zu Rossendorf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3252,Heinz Henelin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3253,Heinz Henlin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3254,Heinz Herold,,Person,,,,,,,,,male,,,,,,,,,,,,
A3255,Heinz Hofmann,,Person,,,,,,,,,male,,,,,,,,,,,,
A3256,Heinz Hurning,,Person,,,,,,,,,male,,,,,,,,,,,,
A3257,Heinz Imeldorfer zu Kitzingen,,Person,,,,Kitzingen,,,,,male,,,,,,,,,,,,
A3258,Heinz Imhof,,Person,,,,,,,,,male,,,,,,,,,,,,
A3259,Heinz Jeger,,Person,,,,,,,,,male,,,,,,,,,,,,
A326,Jakob Mager zu Bruck,,Person,Bürger zu Prag,,,Prag,fremder Bürger,,,,male,,,,,,,,,,,,
A3260,Heinz Knopf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3261,Heinz Kraftshofer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3262,Heinz Krakauer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3263,Heinz Kurner,,Person,,,,,,,,,male,,,,,,,,,,,,
A3264,Heinz Lang,,Person,,,,,,,,,male,,,,,,,,,,,,
A3265,Heinz Leinleutrer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3266,Heinz Lemblein zu Hohenwarth und Kötzting,,Person,,,,,,,,,male,,,,,,,,,,,,
A3267,Heinz Lemmermann,,Person,,,,,,,,,male,,,,,,,,,,,,
A3268,Heinz Leublin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3269,Heinz Mann,,Person,,,,,,,,,male,,,,,,,,,,,,
A327,Jakob Meyer,,Person,Bürger zu Prag,,,Prag,fremder Bürger,,,,male,,,,,,,,,,,,
A3270,Heinz Markolf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3271,Heinz Meckler,,Person,Zimmermann ,,,,,,Handwerker,,male,,,,,,,,,,,,
A3272,Heinz Müllner,,Person,,,,,,,,,male,,,,,,,,,,,,
A3273,Heinz Müllner von Lutzendorf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3274,Heinz Müllner von Schnaittach , = Loderheinz?,Person,,,,,,,,,male,,,,,,,,,,,,
A3275,Heinz Nagel,,Person,Diener der von Windsheim,,,Windsheim,Diener,fremder Rat,,,male,Windsheim,,,,,,,,,,,
A3276,Heinz Neubauer zu Gremsdorf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3277,Heinz Oberdorfer von Hausen,,Person,,,,Hausen,,,,,male,,,,,,,,,,,,
A3278,Heinz Oberndorfer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3279,Heinz Ochs,,Person,,,,,,,,,male,,,,,,,,,,,,
A328,Johann Dorfelden,,Person,Bürger zu Frankfurt,,,Frankfurt,fremder Bürger,,,,male,,,,,,,,,,,,
A3280,Heinz Pappenheimer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3281,Sohn von Heinz Peuchlin,,Person,,,Sohn von Heinz Peuchlin,,,,,,male,,,,,,,,,,,,
A3282,Heinz Peuchlin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3283,Heinz Pfaff,,Person,,,,,,,,,male,,,,,,,,,,,,
A3284,Heinz Pfister von Iphofen ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3285,Heinz Premer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3286,Heinz Proll,,Person,,,,,,,,,male,,,,,,,,,,,,
A3287,Heinz Prul,,Person,,,,,,,,,male,,,,,,,,,,,,
A3288,Heinz Rapel,,Person,,,,,,,,,male,,,,,,,,,,,,
A3289,Heinz Reckenruter,,Person,,,,,,,,,male,,,,,,,,,,,,
A329,Johann von Hirtz,,Person,Bürger zu Köln,,,Köln,fremder Bürger,,,,male,,,,,,,,,,,,
A3290,Heinz Reges,,Person,,,,,,,,,male,,,,,,,,,,,,
A3291,Heinz Riethart,,Person,,,,,,,,,male,,,,,,,,,,,,
A3292,Heinz Roger von Sollngriesbach,,Person,,,,Sollngriesbach,,,,,male,,,,,,,,,,,,
A3293,Heinz Rot,,Person,,,,,,,,,male,,,,,,,,,,,,
A3294,Heinz Rumel,,Person,,,,,,,,,male,,,,,,,,,,,,
A3295,Heinz Ruß,,Person,,,,,,,,,male,,,,,,,,,,,,
A3296,Heinz Schall,,Person,,,,,,,,,male,,,,,,,,,,,,
A3297,Heinz Scheffer von Weissenburg,,Person,,,,,,,,,male,,,,,,,,,,,,
A3298,Heinz Schreppeler,,Person,Knecht des Konrad Mecher,,,,Knecht,,,,male,,,,,,,,,,,,
A3299,Heinz Schuster,,Person,,,,,,,,,male,,,,,,,,,,,,
A330,Johann Welwar,,Person,Bürger der Altenstadt zu Prag,,,Prag,fremder Bürger,,,,male,,,,,,,,,,,,
A3300,Heinz Schuster von Ehingen,,Person,,,,,,,,,male,,,,,,,,,,,,
A3301,Heinz Schweindorfer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3302,Heinz Slaher,,Person,,,,,,,,,male,,,,,,,,,,,,
A3303,Heinz Smid,,Person,,,,,,,,,male,,,,,,,,,,,,
A3304,Heinz Sneider,,Person,,,,,,,,,male,,,,,,,,,,,,
A3305,Heinz Stich,,Person,,,,,,,,,male,,,,,,,,,,,,
A3306,Heinz Stondel,,Person,,,,,,,,,male,,,,,,,,,,,,
A3307,Heinz Storn,,Person,,,,,,,,,male,,,,,,,,,,,,
A3308,Heinz Streitberger von Schwabach,,Person,,,,Schwabach,,,,,male,,,,,,,,,,,,
A3309,Heinz Swebel von Hilpoltstein,,Person,,,,,,,,,male,,,,,,,,,,,,
A331,Jörg Boltzmacher,,Person,Bürger zu Weissenburg,,,Weissenburg,fremder Bürger,,,,male,,,,,,,,,,,,
A3310,Heinz Thum,,Person,,,Bruder Martin Thums,,,,,,male,,,,,,,,,,,,
A3311,Heinz Truchseß,,Person,,,,,,,,,male,,,,,,,,,,,,
A3312,Heinz Umblauf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3313,Heinz Veldner gen. Franz,,Person,,,,,,,,,male,,,,,,,,,,,,
A3314,Heinz Vischer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3315,Heinz von Aufseß,,Person,,,,,,,,,male,,,,,,,,,,,,
A3316,Heinz von Collenberg ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3317,Heinz von Eger,,Person,,,,,,,,,male,,,,,,,,,,,,
A3318,Heinz von Guttenberg ,,Person,,,,nö. Kulmbach,,,,,male,,,,,,,,,,,,
A3319,Heinz von Hohenheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A332,Jörg Eschrich,,Person,Bürger zu Würzburg,,,Würzburg,fremder Bürger,,,,male,,,,,,,,,,,,
A3320,Heinz von Laiderbach gen. Schütz d. J.,,Person,,,,,,,,,male,,,,,,,,,,,,
A3321,Heinz von Posseck,,Person,,,,,,,,,male,,,,,,,,,,,,
A3322,Heinz von Rosenau,,Person,,,,,,,,,male,,,,,,,,,,,,
A3323,Heinz von Thüngfeld,,Person,,,,"bei Schlüsselfeld, n. Neustadt a. d. Aisch",,,,,male,,,,,,,,,,,,
A3324,Heinz von Thüngfeld d. A.,,Person,,,,"bei Schlüsselfeld, n. Neustadt a. d. Aisch",,,,,male,,,,,,,,,,,,
A3325,Heinz von Watzdorf ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3326,Heinz von Wenkheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A3327,Heinz von Wildenstein,,Person,,,,,,,,,male,,,,,,,,,,,,
A3328,Heinz Waldeck,,Person,Dompropstschreiber,,,,,,,Schreiber,male,,,,,,,,,,,,
A3329,Heinz Wittel,,Person,,,,,,,,,male,,,,,,,,,,,,
A333,Jörg Goldschmid,,Person,Bürger zu Haßfurt,,,Haßfurt,fremder Bürger,,,,male,,,,,,,,,,,,
A3330,Heinz Wolf,,Person,Diener des Wolfgang von Pienzenau,,,,Diener,,,,male,,,,,,,,,,,,
A3331,Heinz Wüstendorfer von Fürth,,Person,,,,Fürth,,,,,male,,,,,,,,,,,,
A3332,Heinz Zetthopf,,Person,,,,,,,,,male,,,,,,,,,,,,
A3333,Heinz Zintzer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3334,Heinz zu Emtmannsberg von Künssberg ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3335,Heinz Zutrich,,Person,Amtmann zu Mainberg,,,Mainberg,,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A3336,Heinz Zwinger zu Appenfelden ,,Person,,,,Appenfelden ,,,,,male,,,,,,,,,,,,
A3337,Heinzin Imhof,,Person,,,,,,,,,male,,,,,,,,,,,,
A3338,Hektor Bern,,Person,,,,,,,,,male,,,,,,,,,,,,
A3339,"Helbling, der",,Person,,,,,,,,,male,,,,,,,,,,,,
A334,Jörg Keiser,,Person,Bürger zu Schmalkalden,,,Schmalkalden,fremder Bürger,,,,male,,,,,,,,,,,,
A3340,Heldburg ,,Ort,,,,nw. Coburg,,,,,,,,,,,,,,,,,
A3341,Helena Hertrich,,Person,,,Tochter des Conz Hertrich,,,,,,female,,,,,,,,,,,,
A3342,Helfrich von Wiessen,,Person,Hofmeister ,,,,,fremder Hof,,Hofmeister,male,,,,,,,,,,,,
A3343,Helias,,Person,Jude des Jakob von Auer,,,,Jude,,,,male,,,,,,,,,,,,
A3344,Helmbrechts ,,Ort,,,,sw. Hof,,,,,,,,,,,,,,,,,
A3345,"Hemerlin, der, zu Doos ",,Person,,,,oder ein Hammer gemeint?,,,,,male,,,,,,,,,,,,
A3346,Henfenfeld ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3347,Henlin Wunderlich,,Person,,,,,,,,,male,,,,,,,,,,,,
A3348,Henny Smid,,Person,,,,,,,,,male,,,,,,,,,,,,
A3349,Hensel Held,,Person,,,,,,,,,male,,,,,,,,,,,,
A335,Jörg Lieber,,Person,Bürger zu Ulm,,,Ulm,fremder Bürger,,,,male,,,,,,,,,,,,
A3350,Henslin Kellner,,Person,,,,,,,,,male,,,,,,,,,,,,
A3351,Henslin Kochlin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3352,Henslin Kramer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3353,Henslin Murlin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3354,Henslin Rotel,,Person,,,,,,,,,male,,,,,,,,,,,,
A3355,Herdegen Drossendorfer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3356,Herdegen Holzschuher,,Person,,,,,,,,,male,,,,,,,,,,,,
A3357,"Herdegen, der",,Person,,,,,,,,,male,,,,,,,,,,,,
A3358,Hermann Durbeck,,Person,,,,,,,,,male,,,,,,,,,,,,
A3359,Hermann Frank,,Person,,,,,,,,,male,,,,,,,,,,,,
A336,Jörg Sauerzapf von Sulzbach,,Person,Bürger zu Sulzbach,,,Sulzbach,fremder Bürger,,,,male,,,,,,,,,,,,
A3360,Hermann Geyer von Lonnerstadt ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3361,Hermann Hackenberg,,Person,Freigraf zu Volmarstein,,,Volmarstein,Niederadel,,,Freigraf,male,,,,,,,,,,,,
A3362,Hermann Hetzelsdorfer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3363,Hermann Hohenloch von Ebern ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3364,Hermann Holfelder,,Person,,,,,,,,,male,,,,,,,,,,,,
A3365,Hermann Hüter,,Person,Hintersasse des Kl. Münchaurach,,,,Hintersasse,,,,male,Kloster Münchaurach,,,,,,,,,,,
A3366,Hermann Kalmuntzer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3367,Hermann Keilholz,,Person,,,,,,,,,male,,,,,,,,,,,,
A3368,Hermann Kellner,,Person,,,,,,,,,male,,,,,,,,,,,,
A3369,Hermann Kerling von Engelthal,,Person,,,,,,,,,male,,,,,,,,,,,,
A337,Jörg Schelhamer,,Person,Bürger zu Weissenburg,,,Weissenburg,fremder Bürger,,,,male,,,,,,,,,,,,
A3370,Hermann Kolb von Wöhrd,,Person,,,,,,,,,male,,,,,,,,,,,,
A3371,Hermann Kürsner von Bruck,,Person,,,,,,,,,male,,,,,,,,,,,,
A3372,Hermann Maler,,Person,,,,,,,,,male,,,,,,,,,,,,
A3373,Hermann Neghorn,,Person,,,,,,,,,male,,,,,,,,,,,,
A3374,Hermann Peter von Hersbruck,,Person,,,,Hersbruck,,,,,male,,,,,,,,,,,,
A3375,Hermann Pfannenschmidin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3376,Hermann Puttner,,Person,,,,,,,,,male,,,,,,,,,,,,
A3377,Hermann Puttnerin,,Person,,,,,,,,,male,,,,,,,,,,,,
A3378,Hermann Schlüsselfelder,,Person,Bürger zu N.,,,Nürnberg,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A3379,Hermann Schneider,,Person,,,,,,,,,male,,,,,,,,,,,,
A338,Jörg Swab,,Person,Bürger zu Windsheim,,,Windsheim,fremder Bürger,,,,male,,,,,,,,,,,,
A3380,Hermann Schuster von Kalchreuth,,Person,,,,,,,,,male,,,,,,,,,,,,
A3381,Hermann Sneyder,,Person,,,,,,,,,male,,,,,,,,,,,,
A3382,Hermann Span,,Person,,,,,,,,,male,,,,,,,,,,,,
A3383,Hermann Spielberger,,Person,,,,,,,,,male,,,,,,,,,,,,
A3384,Hermann Steinbühler,,Person,,,,,,,,,male,,,,,,,,,,,,
A3385,Hermann Steinbühler gen. Oratz,,Person,,,,,,,,,male,,,,,,,,,,,,
A3386,Hermann Tracht,,Person,,,,,,,,,male,,,,,,,,,,,,
A3387,Hermann Vischer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3388,Hermann Volkolt,,Person,,,,,,,,,male,,,,,,,,,,,,
A3389,Hermann von Erksdorf,,Person,,,,,,,,,male,,,,,,,,,,,,
A339,Kaspar Fritz,,Person,Bürger zu Augsburg,,,Augsburg,fremder Bürger,,,,male,,,,,,,,,,,,
A3390,Hermann Widerstein,,Person,,,,,,,,,male,,,,,,,,,,,,
A3391,Hermann Wild von Rewberspach ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3392,Hermann Wüstendorfer von Eltersdorf ,(Bussendorfer),Person,,,,Eltersdorf ,,,,,male,,,,,,,,,,,,
A3393,Heroldsberg ,,Person,,,,nö. Nürnberg,,,,,male,,,,,,,,,,,,
A3394,"Heroltzberger,Bader zu Nürnberg Hans",,Person,,,,,,,,,male,,,,,,,,,,,,
A3395,Herrant Steinlinger,,Person,,,,,,,,,male,,,,,,,,,,,,
A3396,Herren von Böhmen,,Person,,,,Böhmen,,,,,male,,,,,,,,,,,,
A3397,Hertwig von Frankfurt,,Person,,,,,,,,,male,,,,,,,,,,,,
A3398,Herzöge,,Personengruppe,,,,,Fürst,,,Herzog,male,,,,,,,,,,,,
A3399,Herzöge von Bayern,,Personengruppe,,,,,,,,,male,Herzog von Bayern,,,,,,,,,,,
A34,Otto Hoffmann,,Person,Bürger zu Ulm,Goldschmied,,Ulm,fremder Bürger,,Handwerker,,male,,,,,,,,,,,,
A340,Kaspar Seitzenkontzen,,Person,Bürger zu Roth,,,Roth,fremder Bürger,,,,male,,,,,,,,,,,,
A3400,Hildebrand,,Person,,,,"Markt Einersheim, sö. Kitzingen",,,,,male,,,,,,,,,,,,
A3401,Hildebrand von Redwitz,,Person,Hauptmann zu Lichtenau,,,Lichtenau,,,Militär,,male,,,,,,,,,,,,
A3402,Hildebrand von Ruckhofen ,,Person,,,,"Riekofen, sö. Regensburg",,,,,male,,,,,,,,,,,,
A3403,Hildebrand von Thüngen,,Person,,,,,,,,,male,,,,,,,,,,,,
A3404,Hilpolt Hohenfelser,,Person,,,,,,,,,male,,,,,,,,,,,,
A3405,Hiltmannsdorf ,,Ort,,,,w. Fürth,,,,,,,,,,,,,,,,,
A3406,Hinko Krussina von Schwamberg,,Person,,,,,,,,,male,,,,,,,,,,,,
A3407,"Hinter Heintzen, Ulrich?",,Person,,,,,,,,,male,,,,,,,,,,,,
A3408,Hintersasse Berthold Volkmer ,,Person,Hintersasse Berthold Volkmer ,,,,Hintersasse,,,,male,,,,,,,,,,,,
A3409,Hintersassen des Bf. von Eichstätt zu Weingarten,,Person,Hintersassen des Bf. von Eichstätt zu Weingarten,,,"Großweingarten, sö. Spalt",Hintersasse,,,,male,Bischof von Eichstätt,,,,,,,,,,,
A341,Kaspar Wagenmann,,Person,Bürger zu Augsburg ,,,Augsburg,fremder Bürger,,,,male,,,,,,,,,,,,
A3410,Hirschfeld ,,Person,,,,bei Kronach oder bei Schweinfurt?,,,,,male,,,,,,,,,,,,
A3411,"Hirschvogel, der",,Person,,,,,,,,,male,,,,,,,,,,,,
A3412,Höchstädt a. d. Donau ,,Stadt,,,,nö. Dillingen,,,,,,Höchstädt a. d. Donau ,,,,,,,,,,,
A3413,Höchste , = Höchstadt?,Person,,,,,,,,,male,,,,,,,,,,,,
A3414,"Hof, Cunz von ~ ", = Imhof?,Person,,,,,,,,,male,,,,,,,,,,,,
A3415,Dr. Georg Hohenloch,,Person,,,,,,,,,male,,,,,,,,,,,,
A3416,Holkenprun,,Person,,,,,,,,,male,,,,,,,,,,,,
A3417,Hollfeld ,,Ort,,,,w. Bayreuth,,,,,,,,,,,,,,,,,
A3418,Holz Leutzelberg,,Person,,,,,,,,,male,,,,,,,,,,,,
A3419,Holzingen ,,Ort,,,,sw. Weissenburg,,,,,,,,,,,,,,,,,
A342,Katharina Castnerin,,Person,Bürger zu Bayreuth,,,Bayreuth,fremder Bürger,,,,female,,,,,,,,,,,,
A3420,Horb ,,Person,,,,,,,,,male,,,,,,,,,,,,
A3421,Horneck von Hornberg d. J.,,Person,,,,,,,,,male,,,,,,,,,,,,
A3422,"Horneck, der ",,Person,,,,,,,,,male,,,,,,,,,,,,
A3423,Hundshaupten ,,Ort,,,,ö. Forchheim,,,,,,,,,,,,,,,,,
A3424,"Hunyadi, Johann, Gubernator des Königreichs Ungarn",,Person,,,,,,,,,male,,,,,,,,,,,,
A3425, Hans d. A. von Hutten zu Hausen,,Person,,,,,,,,,male,,,,,,,,,,,,
A3426,Hüttenbach ,,Personengruppe,Hintersassen des Konrad Hiltpoltsteiner,,,"bei Simmelsdorf, nö. Lauf",Hintersasse,,,,male,,,,,,,,,,,,
A3427,Huy ,,Ort,,,,"sw. Lüttich, Belgien",,,,,,,,,,,,,,,,,
A3428,Iglau ,,Ort,,,,Mähren,,,,,,,,,,,,,,,,,
A3429,Ilshofen ,,Ort,,,,"nw. Crailsheim, Bad. Württ.",,,,,,,,,,,,,,,,,
A343,Katharina Hutstockin,,Person,Bürger zu Schärding,,,Schärding,fremder Bürger,,,,male,,,,,,,,,,,,
A3430,"Inprucker,auf dem Wasen Hans",,Person,,,,,,,,,male,,,,,,,,,,,,
A3431,Ippesheim ,,Person,,,,sö. Kitzingen,,,,,male,,,,,,,,,,,,
A3432,Jakob Albecker,,Person,,,,,,,,,male,,,,,,,,,,,,
A3433,Jakob Beckenschlager,,Person,,,,,,,,,male,,,,,,,,,,,,
A3434,Jakob Beheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A3435,Jakob Ehinger,,Person,Hauptmann,,,,,,Militär,,male,,,,,,,,,,,,
A3436,Jakob Fuchshart von Nördlingen,,Person,,,,Nördlingen,,,,,male,,,,,,,,,,,,
A3437,Jakob Götz,,Person,,,,,,,,,male,,,,,,,,,,,,
A3438,Jakob Gremlinger von Weissenburg,,Person,,,,,,,,,male,,,,,,,,,,,,
A3439,Jakob Haller,,Person,,,,,,,,,male,,,,,,,,,,,,
A344,Kilian Konrad,,Person,Bürger zu Heidingsfeld,,,Heidingsfeld,fremder Bürger,,,,male,,,,,,,,,,,,
A3440,Jakob Hebenstreit,,Person,,,,,,,,,male,,,,,,,,,,,,
A3441,Jakob Hetzl,,Person,,,,,,,,,male,,,,,,,,,,,,
A3442,Jakob Hofmann,,Person,,,,,,,,,male,,,,,,,,,,,,
A3443,Jakob Hund,,Person,,,,,,,,,male,,,,,,,,,,,,
A3444,Jakob Korner,,Person,,,,,,,,,male,,,,,,,,,,,,
A3445,Jakob Kraftshofer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3446,Jakob Lang,,Person,,,,,,,,,male,,,,,,,,,,,,
A3447,Jakob Lauber,,Person,,,,,,,,,male,,,,,,,,,,,,
A3448,Jakob Liephart,,Person,,,,,,,,,male,,,,,,,,,,,,
A3449,Jakob Mayer,,Person,,,,,,,,,male,,,,,,,,,,,,
A345,Kilian Vogel,,Person,Bürger zu Rothenburg,,,Rothenburg,fremder Bürger,,,,male,,,,,,,,,,,,
A3450,Jakob Muffel,,Person,,,,,,,,,male,,,,,,,,,,,,
A3451,Jakob Peck,,Person,,,,,,,,,male,,,,,,,,,,,,
A3452,Jakob Pfeffer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3453,Jakob Prenger,,Person,,,,,,,,,male,,,,,,,,,,,,
A3454,Jakob Protzer,,Person,,,,,,,,,male,,,,,,,,,,,,
A3455,Jakob Pütrich zu Reichertshausen,,Person,,,,,,,,,male,,,,,,,,,,,,
A3456,Jakob Sachs von Esslingen,,Person,,,,,,,,,male,,,,,,,,,,,,
A3457,Jakob Sauerzapf von Sulzbach,,Person,,,,Sulzbach,,,,,male,,,,,,,,,,,,
A3458,Jakob Seinsheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A3459,Jakob Sele,,Person,,,,,,,,,male,,,,,,,,,,,,
A346,Konrad Biermann,,Person,Bürger zu Ulm,,,Ulm,fremder Bürger,,,,male,,,,,,,,,,,,
